en,es,de,fa,ar
Side Arm,Pistola,Pistole,اسلحه کمری,مسدس
Side Effect,Efecto secundario,Nebenwirkung,نتیجه جانبی,أثر جانبي
Side Glance,Descripción general,Überblick,نظر اجمالی,ملخص
Side Step,Swigam,Swigam,سویگام,سويجام
Side With,Para favorecer,Zu begünstigen,طرفداری کردن,لتفضيل
Sidearm,Pistola,Pistole,اسلحه کمری,مسدس
Sideband,Barra lateral,Seitenleiste,نوارجانبی,الشريط الجانبي
Sideboard,Mesa de pared,Wandmontierter Tisch,میز پادیواری,طاولة مثبتة على الحائط
Sidecar,carro de cuatro ruedas,Vierrädriger Wagen,درشکه چهارچرخه,عربة ذات أربع عجلات
Sidekick,Persona dependiente,Abhängige Person,شخص وابسته,شخص معال
Sideling,Milla,Meile,مایل,ميل
Sidelong,Unilateral,Einseitig,یکوری,من جانب واحد
Sidepiece,Pieza lateral,Seitenteil,قطعه کناری,قطعة جانبية
Sides,Fondos,Mittel,وجوه,أموال
Sidesaddle,Una silla de montar,Ein Sattel,زین یکوری,سرج
Sideshow,Subtema,Unterthema,موضوع فرعی,الموضوع الفرعي
Sidespin,Rotación de desviación,Abweichungsrotation,چرخش انحرافی,دوران الانحراف
Sidewalk,Acera,Gehweg,پیاده رو,الرصيف
Sideward,Desde un lado,Von der Seite,از پهلو,من الجانب
Sidewards,Desde un lado,Von der Seite,از پهلو,من الجانب
Sideway,De una sola mano,Ein Weg,یک طرفه,طريقة واحدة
Sideways Sum,Suma lateral,Seitensumme,مجموع جانبی,المجموع الجانبي
Siding,Partidismo,Parteinahme,جانب داری,التحزب
Sidle, De una sola mano, Ein Weg,"یک ور	", طريقة واحدة
Sidney,Sídney,Sydney,سیدنی,سيدني
Siegfried,Sigfrido,Siegfried,زیگفرید,سيغفريد
Siesta,Siesta de la tarde,Mittagsschlaf,خواب بعدازظهر,قيلولة بعد الظهر
Sieve,Providencia,Vorsehung,پرویزن,بروفيدنس
Sift,Mendigar,Betteln,بوجاری کردن,للتوسل
Sifter,Bojar,Bojar,بوجار,بوجار
Sifting,Bojarí,Bojarí,بوجاری,بوجاري
Sigh,"Oh, arrepentimiento.","Oh, ich bereue es.",آه حسرت کشیدن,"أوه، الندم."
Sight,Visión, Vision,"رویت	", رؤية
Sight Check,Confrontación teórica,Theoretische Konfrontation,مقابله نظری,المواجهة النظرية
Sight Draft,Comprobación visual,Sichtprüfung,برات دیداری,فحص بصري
Sight Seeing,Deder,Deder,ددر,ديدر
Sighting,Señalando,Zeigen,نشانه روی,الإشارة
Sigil,Signo astrológico,Sternzeichen,علامت نجومی,علامة فلكية
Sign,Firmar,Zeichen,نشانه,لافتة
Sign Language,Lenguaje por señas,Gebärdensprache,زبان اشاره,لغة الإشارة
Sign Of Defeat In Corpus,Apareciendo,Erscheinen,نمایان گردیدن,الظهور
Sign Of Gratitude,Gracias.,Danke schön.,شکرانه,شكرًا لك.
Sign Of Guilt,El efecto del pecado,Die Wirkung der Sünde,اثر گناه,تأثير الخطيئة
Sign Of Multiplication,Cruz,Kreuzen,ضربدر,يعبر
Signal,Hacer un sonido al señalar,Einen Ton erzeugen durch Zeigen,بااشارهصدا زدن,إصدار صوت عن طريق الإشارة
Signatory,Signatario,Unterzeichner,امضا کننده,الموقع
Signatur,Autenticidad,Authentizität,صحه,أصالة
Signature,Aprobación,Billigung,توشیح,تَأيِيد
Signed,Firmado,Unterzeichnet,امضاء شده,تم التوقيع
Significant,Notable,Bemerkenswert,قابل توجه,مميز
Signify,Para explicarlo bien,Um es gut zu erklären,باشاره فهماندن,للتوضيح جيدا
Signs,Síntomas,Symptome,علائم,أعراض
Sike,Corriente de agua,Wasserstrahl,جوی آب,مجرى مائي
Silage,Qasil verde,Grüner Qasil,قصیل سبز,القصيل الأخضر
Silence, Silencioso, Still,"ساکت	", صامت
Silencer,Silenciador,Schalldämpfer,ساکت کننده,كاتم الصوت
Silencing,Mosquete,Muskete,مسکت,بندقية قديمة
Silent,No verbal,Nonverbal,غیر ملفوظ,غير لفظي
Silesia,Silesia,Schlesien,سیلزی,سيليزيا
Silex,Pedernal,Feuerstein,سنگ چخماق,الصوان
Silhouette,Perfil,Profil,نیمرخ,حساب تعريفي
Silica,Sílice,Kieselsäure,سیلیس,السيليكا
Silicate,Silicato,Silikat,سیلیکات,سيليكات
Silicic,Sílice,Kieselsäure,سیلیس دار,السيليكا
Silicon,Silicona,Silikon,سیلیکونی,سيليكون
Silk,Tela de seda,Seidenstoff,پارچه ابریشمی,قماش الحرير
Silk Industry,Industria de la seda,Seidenindustrie,صنعت ابریشم,صناعة الحرير
Silk Like,tejedores de seda,Seidenweber,حریرباف,نساج الحرير
Silk Weaver,tejedores de seda,Seidenweber,حریرباف,نساج الحرير
Silk Worm Eggs,Noghan,Noghan,نوغان,نوغان
Silken, Serigrafía, Siebdruck,"ابریشم نما	", طباعة حريرية
Silk-Like,Serigrafía,Siebdruck,حریرنما,طباعة حريرية
Silk-Weaving,tejido de seda,Seidenweberei,حریربافی,نسج الحرير
Silkworm,Gusano de seda,Seidenraupe,کرم ابریشم,دودة القز
Silkworm Nursery,Multitud,Menge,تلمبار,حشد
Silky,Sedoso,Seidig,ابریشمی,حريري
Sill,Falla de la cama,Bettfehler,گسله بستری,خطأ في السرير
Silliness,Burro,Esel,خری,حمار
Silly,Sin fin,Endlos,بی سر و ته,لا نهاية لها
Silly Talk,Disparates,Unsinn,بیان مزخرف,هراء
Silo,Silo,Silo,سیلو,صومعة
Silt,Ensuciarse,Schlammig werden,لجن گرفتن,الحصول على الموحلة
Silva,Árboles forestales,Waldbäume,درختان جنگلی,أشجار الغابات
Silver, Revestido de plata, Silberplattiert,"نقره پوش	", مكسو بالفضة
Silver Plate,Cubiertos,Besteck,ظرف نقره,أدوات المائدة الفضية
Silver Standard,Estándar de plata,Silberstandard,استاندارد نقره,المعيار الفضي
Silver Tongued,Lengua gorda,Dicke Zunge,چرب زبان,لسان سمين
Silver-Plate,Agua plateada,Silberwasser,آب نقره,ماء فضي
Silver-Plated,Mufadz,Mufadz,مفضض,مفضل
Silversmith,Platero,Silberschmied,نقره کار,صائغ الفضة
Silverware,Cubiertos,Besteck,نقره آلات,أدوات المائدة الفضية
Silvery,alambre revestido,Beschichteter Draht,سیم اندود,سلك مطلي
Silvicolous,Habitante del bosque,Waldbewohner,جنگل نشین,ساكن الغابة
Silvya,Silva,Silva,سیلوا,سيلفا
Sima,Sima,Sima,سیما,سيما
Simarokh,Semiarca,Halbarch,سیمارخ,سيميارتش
Simian,Parecido a un mono,Affenartig,میمون مانند,مثل القرد
Similar,Como una pluma,Federartig,پرمانند,مثل الريش
Similar To,Como,Wie,به مانند,يحب
Similarity,Semejanza,Ähnlichkeit,همانندی,تشابه
Simile,La industria de la analogía,Die Industrie der Analogie,صنعت تشبیه,صناعة القياس
Simin,Simin,Simin,سیمین,سيمين
Simindokht,Simindokht,Simindokht,سیمیندخت,سيميندوخت
Simintaj,Producción de cemento,Zementproduktion,سیمینتاج,إنتاج الأسمنت
Simmer,Hervir a fuego lento,Kochen,آهسته جوشانیدن,يُطهى على نار هادئة
Simon,Shimón,Schimon,شمعون,شمعون
Simon Bulivar,Simón Bolívar,Simon Bolivar,سیمون بولیوار,سيمون بوليفار
Simper,Para forzar una risa,Ein Lachen erzwingen,خنده زورکی کردن,لإجبار الضحك
Simple,Simple,Einfach,ساده,بسيط
Simple Minded,Halo,Halo,هالو,هالو
Simple Sentence,Oración simple,Einfacher Satz,جمله بسیط,جملة بسيطة
Simpleminded,Sin talento,Unbegabt,کم استعداد,غير موهوب
Simpleton,Señor,Lor,لر,لور
Simplex,Sadek,Sadek,سادک,صادق
Simplicity,Sencillez,Einfachheit,سادگی,بساطة
Simplified,Simplificado,Vereinfacht,سادهشده,مبسط
Simplifier,Acrónimo,Akronym,مختصر کننده,اختصار
Simplify, Simple, Einfach,"ساده	", بسيط
Simply,Sencillez,Einfachheit,بسادگی,بساطة
Simulacrum,Semejanza ilusoria,Scheinbare Ähnlichkeit,شباهت وهمی,تشابه وهمي
Simular,Pretendiente,Prätendent,وانمود کننده,الزاعم
Simulation,Simulación,Simulation,شبیه سازی,محاكاة
Simultaneity,Sincronismo,Synchronismus,همزمانی,التزامن
Simultaneous,Simultáneamente,Gleichzeitig,همزمان,معًا
Simultaneously,Simultáneamente,Gleichzeitig,به طور همزمان,معًا
Sin,Cometer un error,Einen Fehler machen,خطاکاری کردن,ارتكاب خطأ
Sina,Sinaí,Sinai,سینا,سيناء
Sinai Mountain,Cómo,Wie,طور,كيف
Since,De,Aus,از,من
Since Then,A partir de entonces,Von da an,از آن به بعد,ومنذ ذلك الحين
Sincere,Atentamente,Aufrichtig,خالصانه,بإخلاص
Sincere Friend,El amigo de Johnny,Johnnys Freund,یار جانی,صديق جوني
Sincere Hope,"Por favor, tenga confianza.",Bitte seien Sie zuversichtlich.,رجاء واثق,من فضلك كن واثقا.
Sincereity,Impecabilidad,Makellosigkeit,بی آلایشی,لا تشوبها شائبة
Sincerely,Atentamente,Aufrichtig,ارادتمند,بإخلاص
Sincerity,Intimidad,Intimität,صمیمیت,حميمية
Sinewy,Trabajo duro,Hart arbeiten,سخت پی,مجتهد
Sinful,Pecaminoso,Sündig,معصیت آمیز,خاطئ
Sinfulness,Culpa,Schuld,گناهکاری,الشعور بالذنب
Sing,Lectura,Lektüre,خواندن,قراءة
Singable,Cantable,Singbar,سرودنی,قابلة للغناء
Singapore,Singapur,Singapur,سنگاپور,سنغافورة
Singaporean,Singapurense,Singapurisch,سنگاپوری,سنغافوري
Singe, Caliente, Heiß,"داغ	", حار
Singer,Compositor,Komponist,نغمه پرداز,ملحن
Singing,Composición de canciones,Songwriting,نغمه سرایی,كتابة الأغاني
Singing Love,Poesía,Poesie,تغزل,شِعر
Singing Ode,Lectura de Ghazal,Ghazal-Lesung,غزل خوانی,قراءة الغزل
Single, Persona, Person,"فرد	", شخص
Single Article,Sustancia única,Einzelsubstanz,ماده واحده,مادة واحدة
Single Elements,Vocabulario,Vokabular,مفردات,مفردات
Single File,Una fila,Eine Reihe,یک ردیف,صف واحد
Single Haneded,Una sola mano,Einhändig,دست تنها,يد واحدة
Single Palm,Palmera,Palme,نخله,شجرة النخيل
Single Pearl,Doloroso,Schmerzhaft,دردانه,مؤلم
Single Universe,Jahanfardi,Jahanfardi,جهانفردی,جهانفردي
Single Valued,Monovalente,Monovalent,تکارزشی,أحادي التكافؤ
Single-Handedly,Soledad,Einsamkeit,تنهایی,الوحدة
Singleness,Unidad,Einheit,یگانگی,الوحدة
Single-Seat,Soltero,Einzel,یک نفره,أعزب
Singleton,Una línea,Eine Zeile,یک سطر,خط واحد
Singly,Soltero,Einzel,بطور مجرد,أعزب
Singsong,Un tono,Ein Ton,یک نواخت,نغمة واحدة
Singular,Soltero,Einzel,تکین,أعزب
Singularity,Singular,Singular,تکینی,مفرد
Sinhala,Cingalés,Singhalesisch,سینهالی,السنهالية
Sinicize,Para darle un aspecto chino,Um einen chinesischen Aspekt zu geben,جنبه چینی دادن,لإعطاء جانب صيني
Sinister,Engañoso,Irreführend,گمراه کننده,مضلل
Sinistral,inclinado a ser perezoso,zur Faulheit neigend,متمایل بچپ,يميل إلى الكسل
Sink,Para calmarse,Abklingen,فرو نشستن,لتهدأ
Sinker,Molde pequeño,Kleine Form,قالب ریز,قالب صغير
Sinking,Absorbente,Saugfähig,فروبرنده,ماص
Sinless,Mutasim,Mutasim,معتصم,معتصم
Sinner,Pecador,Sünder,گناهکار,خاطئ
Sins,Negaciones,Ablehnungen,منکرات,الإنكار
Sinter, Cerca y apretado, Eng und fest,"بستن وسخت	", قريب ومشدود
Sinuosity,Surco de onda,Wellenrille,شیار موجی,أخدود الموجة
Sinuous,Engañoso,Irreführend,گمراه کننده,مضلل
Sinus,Seno,Sinus,سینوس,الجيوب الأنفية
Sinusoidal,Sinusoidal,Sinusförmig,سینوسی,جيبية
Sioux City,Ciudad Sioux,Sioux City,سو سیتی,سيوكس سيتي
Sip, Delicioso, Lecker,"مزهمزه	", لذيذ
Siphon,Sifón,Siphon,سیفون,سيفون
Sippet,Pequeño bocado,Kleiner Bissen,لقمه کوچک,لدغة صغيرة
Sir,Alto funcionario,Hochrangiger Beamter,شخص والامقام,مسؤول رفيع المستوى
Sire,Al padre,Zum Vater,پدری کردن,الى الأب
Siren,Silbato de fábrica,Fabrikpfeife,سوت کارخانه,صفارة المصنع
Sirenian,Encantador,Zauberhaft,مسحور کننده,ساحر
Sirenic,Silbato de fábrica,Fabrikpfeife,سوت کارخانه,صفارة المصنع
Sirius,poetas yemeníes,Jemenitische Dichter,شعرای یمانی,شعراء يمنيون
Sirocco,viento cálido,Warmer Wind,گرم باد,رياح دافئة
Sirus,Ciro,Cyrus,سیروس,كورش
Sistani,Sistani,Sistani,سیستانی,السيستاني
Sister,Hermana,Schwester,همشیره,أخت
Sister In Law,Cuñada,Schwägerin,خواهر شوهر,أخت الزوج أو اخت الزوجة
Sisterhood,Hermandad,Schwesternschaft,خواهری,الأخوة
Sister-In-Law,Cuñada,Schwägerin,خواهرزن,أخت الزوج أو اخت الزوجة
Sisterly,Fraternal,Schwesterlich,خواهر وار,أختي
Sit,Sesión,Sitzung,نشستن,الجلوس
Sit Down,Morir,Sterben,تمرگیدن,للموت
Sit In Strike, Sitiado, Belagert,"متحصن	", محاصر
Sit On Pulpit,Subiendo al púlpito,Auf die Kanzel steigen,بالای منبر رفتن,الصعود إلى المنبر
Sita,Sita,Sita,سیتا,سيتا
Sitar,Setar,Setar,سه تار,سيتار
Sitter,Sesión,Sitzung,جالس,الجلوس
Sitting In Strike,Sitiado,Belagert,متحصن,محاصر
Situated At,Ubicado en,Standort,واقع در,تقع في
Situated In,Ubicado en,Standort,واقع در,تقع في
Situation,Posición,Position,موقعیت,موضع
Situational,Situación,Situation,وضعی,الموقف
Situations,Ocasiones,Anlässe,مواقعه,المناسبات
Six,Seis,Sechs,شش,ستة
Six Gun,Seis flechas,Sechs Pfeile,شش تیر,ستة أسهم
Six Hundred,Seiscientos,Sechshundert,شش صد,ستمائة
Sixfold,Seis veces,Sechsmal,شش برابر,ست مرات
Six-Footed,Seis patas,Sechs Beine,شش پا,ستة أرجل
Sixpence,Seis peniques,Sixpence,شش پنسی,ستة بنسات
Sixpenny,Seis peniques,Sixpence,شش پنسی,ستة بنسات
Six-Ply,Seis capas,Sechsschichtig,شش لا,ست طبقات
Sixteen,Dieciséis,Sechzehn,شانزده,ستة عشر
Sixth,Una sexta parte,Ein Sechstel,یک ششم,سدس واحد
Sixth Sense,Percepción,Wahrnehmung,قوه ادراک,تصور
Sixthly,Sexto,Sechste,سادسا,السادس
Sixtieth,Un sesentavo,Ein Sechzigstel,یک شصتم,واحد على ستين
Sixty,Sesenta,Sechzig,شصت,ستين
Sizar,Recibe,Empfängt,دریافت میدارد,يستقبل
Size,Tamaño,Größe,اندازه,مقاس
Sizer,Recibe,Empfängt,دریافت میدارد,يستقبل
Sizzle, gelatina galesa, Walisisches Gelee,"جلز ولز	", جيلي ويلز
Sizzling,Gelsoles,Gelsole,جلزولز,جلسولز
Skate,Jugando en el tobogán,Spielen auf der Rutsche,سرسره بازی کردن,اللعب على الشريحة
Skater,Patinador,Skater,اسکیت باز,متزلج
Skating,Tinta de patinaje,Skateink,اسکیتینک,سكيتينك
Skeletal,Hueso,Knochen,استخوانی,عظم
Skeleton,Sistema esquelético,Skelettsystem,استخوان بندی,الجهاز الهيكلي
Skeleton Key,Llave maestra,Hauptschlüssel,شاه کلید,المفتاح الرئيسي
Skeptic,Escéptico,Skeptiker,شک گرای,متشكك
Skepticism,Vieja fe,Alter Glaube,دیرباوری,الإيمان القديم
Sketch,Diseño general,Allgemeines Design,طراحی کلیات,التصميم العام
Sketchbook,Borrador del libro,Entwurfsbuch,کتاب مسوده,مسودة الكتاب
Skew,Oribi,Oribi,اریبی,أوريبي
Skewer,Congelar,Einfrieren,بسیخ کشیدن,لتجميد
Ski,Esquiar,Skifahren,اسکی بازی کردن,التزحلق
Ski Boot,Botas de esquiar,Skischuhe,کفس اسکی,أحذية التزلج
Ski Lift,Telski,Telski,تلسکی,تيلسكي
Skid,Camino de otoño,Herbstpfad,مسیر سقوط,مسار الخريف
Skid Row,Área de correos,Beitragsbereich,ناحیه پست,منطقة البريد
Skier,Esquiador,Skifahrer,اسکی باز,المتزحلق
Skies,Samawat,Samawat,سماوات,السماوات
Skiey,Basmaniano,Basmanisch,وابسته باسمان,باسمانيان
Skiff,Lancha rápida,Schnellboot,قایق سریع السیر,قارب سريع
Skiing,Esquiar,Skifahren,اسکی بازی,التزحلق
Skilful,Hábilmente,Geschickt,بامهارت,بمهارة
Skill,Tener habilidades prácticas,Über praktische Fähigkeiten verfügen,مهارت عملی داشتن,امتلاك مهارات عملية
Skilled,Eficiente,Effizient,کارآمد,فعال
Skillful,Maestro trabajador,Meisterarbeiter,استادکار,عامل رئيسي
Skillfully,Hábilmente,Geschickt,ماهرانه,بمهارة
Skills,Técnicas,Techniken,فنون,التقنيات
Skim,Espumoso,Schäumen,کف گیری,الرغوة
Skimmer,Pene de lactancia materna,Stillender Penis,آلت سرشیرگیری,قضيب الرضاعة الطبيعية
Skimp,Insuficiente,Unzureichend,غیر کافی,غير كافٍ
Skin,piel humana,Menschliche Haut,پوست انسان,جلد الإنسان
Skin Disease,Enfermedad de la piel,Hautkrankheit,بیماری جلدی,مرض جلدي
Skin Grafting,Injerto de piel,Hauttransplantation,پیوندپوست,ترقيع الجلد
Skin Pores,Poros de la piel,Hautporen,مسامات پوست,مسام الجلد
