en,es,de,fa,ar
Actuator,Solenoide,Stellantrieb,محرک,مشغل
Acuminate,Puntiagudo,Zugespitzt,نوک تیز,مستدق الطرف
Acumination,Acuminación,Zuspitzung,تیزبینی,الحدة
Acupunctuate,Acupuntura,Akupunktieren,طب سوزنی,الوخز بالإبر
Acupuncture,Acupuntura,Akupunktur,طب سوزنی,الوخز بالإبر
Acute,Agudo,Akut,حاد,بَصِير
Acute Angle,Ángulo Agudo,Spitzer Winkel,زاویه حاده,زاوية حادة
Acutely,Extremadamente,Akut,به طور حاد,بشكل حاد
Acuteness,Agudeza,Schärfe,حاد بودن,حدة
Acyclic,Acíclico,Azyklisch,غیر حلقوی,غير دوري
Ad,Anuncio,Anzeige,آگهی,إعلان
Ad Hoc,A Propósito,Ad Hoc,موردی,مخصصة
Adam,Adán,Adam,آدم,آدم
Adamant,Firme,Unnachgiebig,سرسخت,عنيد
Adams Apple',Nuez De Adán',Adamsapfel',سیب آدامز,تفاحة آدمز
Adam'S Apple,,,جوزک,
Adapt,Adaptar,Anpassen,سازگار شدن,يتكيف
Adaptability,Adaptabilidad,Anpassungsfähigkeit,سازگاری,القدرة على التكيف
Adaptable,Adaptable,Anpassungsfähig,قابل تطبیق,قابلة للتكيف
Adaptation,Adaptación,Anpassung,انطباق,التكيف
Adapted,Adaptado,Angepasst,اقتباس شده,مُكيّف
Adapter,Adaptador,Adapter,آداپتور,محول
Adaption,Adaptación,Anpassung,سازگاری,التكيف
Adaptive,Adaptado,Adaptiv,تطبیقی,التكيف
Adaptometer,Adaptómetro,Adaptometer,آداپتومتر,مقياس التكيف
Adaptometry,Adaptometría,Adaptometrie,آداپتومتری,القياس التكيفي
Adaptor,Adaptador,Adapter,آداپتور,محول
Adbivalent,Abivalente,Adbivalent,دوپهلو,ثنائي القيمة
Add,Agregar,Hinzufügen,اضافه کردن,يضيف
Add another item <0><1>,,Weiteren Eintrag hinzufügen <0><1>,اضافه کردن یک آیتم دیگر <0><1>,إضافة عنصر آخر <0><1>
Add Fuel To Fire,Añadir Leña Al Fuego,Öl Ins Feuer Gießen,به آتش سوخت اضافه کنید,إضافة الوقود إلى النار
Add Fuel To The Fire,Echar Leña Al Fuego,Öl Ins Feuer Gießen,به آتش سوخت اضافه کنید,زاد الطين بلة
Add Up,Sumar,Addieren,جمع کردن,اجمع
Add your first item <0><1>,,Ersten Eintrag hinzufügen <0><1>,اضافه کردن اولین آیتم شما <0><1>,إضافة العنصر الأول <0><1>
Addable,Agregable,Hinzufügbar,قابل افزایش,قابلة للإضافة
Added,Agregado,Hinzugefügt,اضافه شد,تمت الإضافة
Adder,Sumador,Addierer,جمع کننده,أفعى
Addict,Adicto,Süchtiger,معتاد,مدمن
Addicted,Adicto,Süchtig,معتاد,مدمن
Addiction,Adicción,Sucht,اعتیاد,مدمن
Adding Machine,Máquina Calculadora,Rechenmaschine,دستگاه اضافه کردن,آلة الجمع
Adding Up,Sumando,Zusammenzählen,جمع کردن,إضافة ما يصل
Addition,Suma,Zusatz,علاوه بر این,إضافة
Addition Table,Tabla De Suma,Additionstabelle,جدول جمع,جدول الجمع
Additional,Adicional,Zusätzlich,اضافی,إضافي
Additions,Adiciones,Ergänzungen,اضافات,إضافات
Additive,Aditivo,Zusatzstoff,افزودنی,مادة مضافة
Additive Inverse,Inverso Aditivo,Additive Inverse,معکوس افزایشی,المعكوس الجمعي
Addle,Podrido,Verderben,ادل,دمن
Address,DIRECCIÓN,Adresse,آدرس,عنوان
Address Counter,Contador De Direcciones,Adresszähler,شمارنده آدرس,عداد العناوين
Address Format,Formato De Dirección,Adressformat,قالب آدرس,تنسيق العنوان
Address Of Welcome,Dirección De Bienvenida,Begrüßungsansprache,آدرس خوشامدگویی,خطاب الترحيب
Address Part,Parte De La Dirección,Adressteil,بخش آدرس,جزء العنوان
Address Register,Registro De Direcciones,Adressregister,ثبت آدرس,سجل العناوين
Address Variable,Variable De Dirección,Adressvariable,متغیر آدرس,متغير العنوان
Addressability,Direccionabilidad,Adressierbarkeit,آدرس پذیری,قابلية التوجيه
Addressable,Direccionable,Adressierbar,قابل آدرس دهی,قابلة للعنونة
Addressee,Destinatario,Adressat,مخاطب,المرسل إليه
Addresser,Direccionador,Absender,آدرس دهنده,المخاطب
Addressing,Direccionamiento,Adressierung,آدرس دهی,معالجة
Adducement,Aducción,Vorbringen,استقراء,تقديم
Adductor,Aductor,Adduktor,جمع کننده,العضلة المقربة
Adduse,Añadir,Adduse,اضافه کردن,أزعج
Adel,Adel,Adel,عادل,عادل
Adeleh,Adeleh,Adeleh,عادله,عادلة
Adept,Adepto,Geschickt,ماهر,ماهر
Adeptly,Expertamente,Geschickt,به طور ماهرانه ای,بمهارة
Adequate,Adecuado,Angemessen,کافی,مناسب
Adequateness,Adecuación,Angemessenheit,کفایت,الكفاية
Adhere,Adherirse,Haften,پایبند بودن,يتمسك
Adherence,Adherencia,Einhaltung,پایبندی,الالتزام
Adhesion,Adhesión,Haftung,چسبندگی,التصاق
Adhesive,Adhesivo,Klebstoff,چسب,مادة لاصقة
Adhesiveness,Viscosidad,Haftfähigkeit,چسبندگی,الالتصاق
Adi,Adi,Adi,آدی,عدي
Adinterim,Interino,Adinterim,آدینتریم,مؤقت
Adipose Tissue,Tejido Adiposo,Fettgewebe,بافت چربی,الأنسجة الدهنية
Adjacence,Adyacencia,Nachbarschaft,مجاورت,مجاورة
Adjacent,Adyacente,Benachbart,مجاور,مجاور
Adjacent Angles,Ángulos Adyacentes,Benachbarte Winkel,زاویه های مجاور,الزوايا المتجاورة
Adjectival,Adjetival,Adjektivisch,صفتی,صفة
Adjective,Adjetivo,Adjektiv,صفت,صفة
Adjoining,Contiguo,Angrenzend,مجاور,مجاور
Adjudicate,Juzgar,Entscheiden,قضاوت کردن,الحكم
Adjudication,Adjudicación,Entscheidung,داوری,التحكيم
Adjunct,Adjunto,Zusatz,الحاقی,مساعد
Adjunction,Adición,Zusatz,محل اتصال,ملحق
Adjuration,Adjuración,Beschwörung,سوگند وفاداری,استحلاف
Adjust,Ajustar,Anpassen,تنظیم کردن,يُعدِّل
Adjust With,Ajustar Con,Einstellen Mit,تنظیم با,التكيف مع
Adjustable,Ajustable,Einstellbar,قابل تنظیم,قابل للتعديل
Adjustable Wrench,Llave Ajustable,Verstellbarer Schraubenschlüssel,آچار قابل تنظیم,مفتاح قابل للتعديل
Adjuster,Ajustador,Einsteller,تنظیم کننده,المُقيِّم
Adjusting,Ajustando,Einstellen,تنظیم,تعديل
Adjustment,Ajuste,Einstellung,تنظیم,تعديل
Adjutant,Ayudante,Adjutant,آجودان,مساعد
Adjuvant,Auxiliar,Adjuvans,کمکی,مادة مساعدة
Adlib,Improvisar,Improvisiert,ادلب,ارتجال
Administer Justice,Administrar Justicia,Recht Sprechen,عدالت را اجرا کنید,إقامة العدل
Administration,Administración,Verwaltung,اداره,إدارة
Administration Of Justice,Administración De Justicia,Rechtspflege,اجرای عدالت,إدارة العدالة
Administrative,Administrativo,Verwaltungs,اداری,إداري
Administrator,Administrador,Administrator,مدیر,مدير
Admirable,Admirable,Bewundernswert,قابل تحسین,مثير للإعجاب
Admiral,Almirante,Admiral,دریاسالار,أميرال
Admiralty,Almirantazgo,Admiralität,دریاسالاری,الأميرالية
Admiration,Admiración,Bewunderung,تحسین,الإعجاب
Admire,Admirar,Bewundern,تحسین کردن,يُعجَب ب
Admirer,Admirador,Bewunderer,ستایشگر,معجب
Admissibility,Admisibilidad,Zulässigkeit,قابل قبول بودن,القبول
Admissible,Admisible,Zulässig,قابل قبول,مقبول
Admission,Admisión,Zulassung,پذیرش,قبول
Admission Fee,Tarifa De Admisión,Aufnahmegebühr,هزینه پذیرش,رسوم الدخول
Admittance,Entrada,Zulassung,پذیرش,القبول
Admitted,Aceptado,Zugelassen,پذیرفته شده,اعترف
Admittedly,Cierto Es Que,Freilich,مسلماً,من المسلم به
Admix,Mezclar,Beimischen,ادمیکس,مزيج
Admixtion,Admixtion,Beimischung,اختلاط,خليط
Admixture,Mezcla,Beimischung,مخلوط,خليط
Admonish,Amonestar,Ermahnen,نصیحت کردن,توبيخ
Admonitive,Admonitivo,Ermahnend,هشدار دهنده,تحذيري
Admonitory,Admonitorio,Ermahnend,هشدار دهنده,تحذيري
Adnan Pachechi,Adnan Pachechi,Adnan Pachechi,عدنان پاچه چی,عدنان باجي
Adnspicuous,Adnspicuo,Auffällig,آشکار,واضح
Adolescence,Adolescencia,Jugend,نوجوانی,مراهقة
Adolescent,Adolescente,Jugendlicher,نوجوان,مراهق
Adopt,Adoptar,Adopt,اتخاذ کردن,يتبنى
Adopt A Pen Name,Adoptar Un Seudónimo,Ein Pseudonym Annehmen,نام مستعار برای خود انتخاب کنید,اعتماد اسم مستعار
Adopted Sister,Hermana Adoptiva,Adoptivschwester,خواهرخوانده,أخت بالتبني
Adopted Son,Hijo Adoptivo,Adoptivsohn,پسرخوانده,الابن المتبنى
Adoption,Adopción,Annahme,فرزندخواندگی,التبني
Adorability,Adorabilidad,Liebenswürdigkeit,دوست داشتنی بودن,جاذبية
Adorable,Adorable,Liebenswert,دوست داشتنی,محبوب
Adorableness,Adorabilidad,Niedlichkeit,دوست داشتنی بودن,روعة
Adoration,Adoración,Anbetung,پرستش,العبادة
Adore,Adorar,Verehren,عشق ورزیدن,أعشق
Adorn,Adornar,Schmücken,زینت دادن,تزين
Adorning,Adornando,Schmücken,زینت دادن,تزيين
Adornment,Adorno,Schmuck,زینت,زينة
Adrenergic,Adrenérgico,Adrenerge,آدرنرژیک,الأدرينالية
Adrift,A La Deriva,Treibend,سرگردان,تائه
Adroit,Hábil,Geschickt,چیره دست,ماهر
Adsorption,Adsorción,Adsorption,جذب سطحی,الامتزاز
Aducity,Aductividad,Produktivität,سودمندی,الجرأة
Aductive,Aductivo,Aduktiv,استقرایی,منتج
Adulate,Adular,Schmeicheln,تعریف کردن,تملق
Adult,Adulto,Erwachsene,بزرگسال,بالغ
Adult Education,Educación De Adultos,Erwachsenenbildung,آموزش بزرگسالان,تعليم الكبار
Adult School,Escuela De Adultos,Erwachsenenschule,مدرسه بزرگسالان,مدرسة الكبار
Adulterant,Mezcla,Verfälschungsmittel,تقلب آمیز,مغشوش
Adulterate,Adulterar,Verfälschen,تقلب کردن,مغشوش
Adulteration,Adulteración,Verfälschung,تقلب,غش
Adulterer,Adúltero,Ehebrecher,زناکار,زانية
Adulteress,Adúltera,Ehebrecherin,زن زناکار,زانية
Adulterous,Adúltero,Ehebrecherisch,زناکار,زاني
Adultery,Adulterio,Ehebruch,زنا,الزنا
Adults,Adultos,Erwachsene,بزرگسالان,البالغين
Advance,Avance,Vorauszahlung,پیش بردن,يتقدم
Advance Fare,Tarifa Anticipada,Vorverkaufspreis,کرایه پیش پرداخت,أجرة مسبقة
Advance Money,Dinero Por Adelantado,Vorschuss,پول پیش,سلفة مالية
Advance Payment,Anticipo,Vorauszahlung,پیش پرداخت,الدفع المسبق
Advance Purchase,Compra Anticipada,Vorverkauf,پیش خرید,شراء مسبق
Advance Wage,Salario Adelantado,Lohnvorschuss,پیش پرداخت دستمزد,الأجر المقدم
Advanced,Avanzado,Fortschrittlich,پیشرفته,متقدم
Advancement,Adelanto,Förderung,پیشرفت,التقدم
Advancing,Avanzando,Vorrücken,در حال پیشرفت,تقدم
Advantage,Ventaja,Vorteil,مزیت,ميزة
Advantageous,Ventajoso,Vorteilhaft,سودمند,مفيد
Advantages,Ventajas,Vorteile,مزایا,المزايا
Advent,Adviento,Advent,ظهور,مجيء المسيح
Adventitious,Adventicio,Zufällig,اتفاقی,عرضي
Adventive,Adventista,Adventiv,ماجراجویانه,مغامر
Adventure,Aventura,Abenteuer,ماجراجویی,مفامرة
Adventurer,Aventurero,Abenteurer,ماجراجو,مغامر
Adventuress,Aventurera,Abenteurerin,ماجراجویی,مغامرة
Adventurous,Aventurero,Abenteuerlich,ماجراجویانه,مغامر
Adventurousness,Aventura,Abenteuerlust,ماجراجویی,روح المغامرة
Adverb,Adverbio,Adverb,قید,ظرف
Adverb Of Place,Adverbio De Lugar,Adverb Des Ortes,قید مکان,ظرف مكان
Adverb Of Time,Adverbio De Tiempo,Adverb Der Zeit,قید زمان,ظرف زمان
Adverbial,Adverbial,Adverbial,قیدی,ظرف
Adversary,Adversario,Gegner,حریف,الخصم
Adversative,Adversativo,Adverbial,خصمانه,إضرابي
Adverse,Adverso,Nachteilig,نامطلوب,سلبي
Adversity,Adversidad,Unglück,ناملایمات,الشدائد
Adverting,Publicidad,Werbung,تبلیغات,إعلان
Advertise,Anunciar,Werben,تبلیغ کردن,أعلن
Advertisement,Anuncio,Werbung,تبلیغات,إعلان
Advertiser,Anunciante,Inserent,تبلیغ کننده,مُعلن
Advice,Consejo,Beratung,نصیحت,نصيحة
Advisable,Aconsejable,Ratsam,توصیه می شود,من المستحسن
Advise,Aconsejar,Beraten,نصیحت کردن,ينصح
Adviser,Asesor,Berater,مشاور,مستشار
Advisers,Asesores,Berater,مشاوران,المستشارين
Advisor,Tutor,Berater,مشاور,مستشار
Advisory,Consultivo,Beratung,مشاوره,استشاري
Advocacy,Defensa,Interessenvertretung,طرفداری,المناصرة
Advocate,Defensor,Fürsprecher,مدافع,يدافع عن
Aegean,Egeo,Ägäisch,اژه,بحر إيجة
Aeon,Eón,Äon,آئون,الدهر
Aeration,Aireación,Belüftung,هوادهی,التهوية
Aerial,Aéreo,Antenne,هوایی,جوي
Aerie,Aguilera,Horst,هوایی,عش
Aeriferous,Aerífero,Lufthaltig,هوایی,هوائي
Aerification,Aireación,Belüftung,هوادهی,التهوية
Aerobatics,Acrobacia Aérea,Kunstflug,حرکات آکروباتیک,الاستعراضات الجوية
Aerobiosis,Aerobiosis,Aerobiose,هوازی,داء الهوائية
Aerogram,Aerograma,Aerogramm,آئروگرام,مخطط جوي
Aerogramme,Aerograma,Aerogramm,آئروگرام,مخطط جوي
Aerolite,Aerolito,Aerolit,آئرولیت,أيرولايت
Aerology,Aerología,Aerologie,هواشناسی,علم الهواء
Aeronautics,Aeronáutica,Luftfahrt,هوانوردی,علم الطيران
Aeroscopy,Aeroscopia,Aeroskopie,آئروسکوپی,علم الطيران
Aerospace,Aeroespacial,Luft- Und Raumfahrt,هوافضا,الفضاء الجوي
Aerosphere,Aerosfera,Aerosphäre,آئروسفر,الغلاف الجوي
Aesthete,Esteta,Ästhet,زیبایی شناس,خبير جمالي
Aesthetic,Estético,Ästhetisch,زیبایی شناسی,جمالي
Aestheticism,Esteticismo,Ästhetizismus,زیبایی شناسی,الجمالية
Aesthetics,Estética,Ästhetik,زیبایی شناسی,الجماليات
Aestival,Estival,Sommer,جشن,مهرجان
Afagh,Afagh,Afagh,آفاق,آفغ
Afarin,Afarín,Afarin,آفرین,أفارين
Afat,Afat,Afat,آفت,عفت
Affable,Afable,Freundlich,خوش برخورد,ودود
Affair,Amorío,Affäre,ماجرا,شأن
Affaire,Asunto,Affäre,ماجرا,قضية
Affairs,Negocios,Angelegenheiten,امور مربوط به,الشؤون
Affect,Afectar,Beeinflussen,تحت تأثیر قرار دادن,يؤثر
Affectation,Afectación,Affektiertheit,تأثیرپذیری,التكلف
Affected,Afectado,Betroffen,تحت تأثیر قرار گرفته,متأثر
Affected With,Afectado Con,Betroffen Mit,تحت تأثیر قرار گرفته با,متأثر بـ
Affection,Afecto,Zuneigung,محبت,عاطِفَة
Affectional,Cariñoso,Gefühlvoll,محبت آمیز,عاطفي
Affectionate,Cariñoso,Liebevoll,مهربان,حنون
Affeir,Asunto,Affeir,عاطفه,أفير
Affidavit,Declaración Jurada,Eidesstattliche Erklärung,سوگندنامه,إقرار خطي
Affidavy,Declaración Jurada,Eidesstattliche Erklärung,سوگندنامه,إقرار خطي
Affiliate,Filial,Partnerunternehmen,وابسته,شركة تابعة
Affine,Afín,Affin,آفین,أفيني
Affirm,Afirmar,Bestätigen,تأیید کردن,يؤكد
Affirmation,Afirmación,Bejahung,تأیید,تأكيد
Affirmative,Afirmativo,Positiv,مثبت,إيجابي
Affirmative Answer,Respuesta Afirmativa,Bejahende Antwort,پاسخ مثبت,إجابة إيجابية
Afflatus,Inspiración,Inspiration,آفلاتوس,وحي
Afflict,Afligir,Befallen,رنج دادن,يصيب
Afflicted,Afligido,Betroffen,رنج کشیده,مصاب
Afflicting,Afligir,Belastend,رنج آور,مُحزن
Affliction,Aflicción,Gebrechen,رنج و مصیبت,محنة
Afflictive,Doloroso,Belastend,رنج آور,مؤلم
Affluence,Afluencia,Wohlstand,فراوانی,الثراء
Afford,Poder Pagar,Leisten,از عهده برآمدن,يمنح
Afforest,Repoblar Con Árboles,Aufforsten,جنگل کاری شده,تشجير
Affright,Asustar,Erschrecken,وحشت زده,خوف
Affront,Afrenta,Beleidigung,توهین,إهانة
Affusion,Afusión,Erguss,آمیختگی,انسكاب
Afghan,Afgano,Afghanisch,افغان,أفغاني
Afghan Arabs,Árabes Afganos,Afghanische Araber,عرب های افغان,العرب الأفغان
Afghanistan,Afganistán,Afghanistan,افغانستان,أفغانستان
Afghans,Afganos,Afghanen,افغان ها,الأفغان
Aflame,Inflamado,In Flammen,شعله ور,ملتهب
Afloat,A Flote,Über Wasser,شناور,طافيا
Afoot,En Marcha,Zu Fuß,پیاده,على قدم وساق
Aforementioned,Citado,Vorgenannten,مذکور,المذكورة أعلاه
Aforesaid,Antedicho,Vorgenannten,فوق الذکر,المذكور أعلاه
Afra,África,Afra,افرا,عفراء
Afraid,Asustado,Besorgt,ترس,خائف
Africa,África,Afrika,آفریقا,أفريقيا
African,Africano,Afrikanisch,آفریقایی,الأفريقي
African American,Afroamericano,Afroamerikaner,آمریکایی آفریقایی تبار,أمريكي من أصل أفريقي
African-American,Afroamericano,Afroamerikaner,آفریقایی-آمریکایی,أمريكي من أصل أفريقي
Afro American,Afroamericano,Afroamerikaner,آمریکایی آفریقایی تبار,أمريكي من أصل أفريقي
