en,es,de,fa,ar
Shopkeeping,Tendero,Ladenbesitzer,دکانداری,صاحب متجر
Shopper,La tienda.,Der Laden.,مغازه رو,المحل.
Shopping,Compras,Einkaufen,خرید,التسوق
Shore,Shamshaq,Schamshaq,شمشعک,شمشاق
Shorn,Lana desplumada,Wolle gerupft,پشم چیده,الصوف المقطوع
Short,Corto,Kurz,کوتاه,قصير
Shortage,Escasez,Mangel,کمبود,نقص
Shortcake,Galleta crujiente,Knuspriger Keks,کلوچه ترد,كوكيز مقرمش
Shortchanger,Bajas ventas,Geringe Umsätze,کم فروش,انخفاض المبيعات
Shortcuts,Atajos,Verknüpfungen,میانبرها,اختصارات
Shorten, Enano, Zwerg,"کوتوله	", قزم
Shortened,Moqza Al-Maram,Moqza Al-Maram,مقضی المرام,مقضّة المرام
Shortener,Acrónimo,Akronym,مختصر کننده,اختصار
Shorter,Luxor,Luxor,اقصر,الأقصر
Shorthand,Taquigrafía,Kurzschrift,مختصر نویسی,الاختزال
Short-Lived,¿Cuantos dias?,Wie viele Tage?,چند روزه,كم يوم؟
Shortly,Pronto,Bald,عنقریب,قريباً
Shortness,Falta,Kürze,کوتاهی,قصر القامة
Short-Range,Corto alcance,Kurze Reichweite,کم برد,مدى قصير
Shorts,Bermudas,Shorts,شورت,سراويل
Shortsightedness,Miopía,Kurzsichtigkeit,نزدیک بینی,قصر النظر
Short-Term,Corto plazo,Kurzfristig,کوتاه مدت,على المدى القصير
Shot,Disparo,Schuss,تیر خورده,طلقة
Shot-Putter,levantador de pesas,Gewichtheber,وزنهپران,رافع الأثقال
Should,Debe,Muss,باید,يجب
Shoulder,Empujar fuerte,Um hart zu drücken,باشانه زور دادن,للدفع بقوة
Shoulders,Octava,Oktave,اکتاف,أوكتاف
Shout,Rugir,Brüllen,خروش بر آوردن,للزئير
Shove,Emprendedor,Schieben,تنه زدن,الدفع
Shovel,Palear,Schaufeln,بیلچه زدن,جرف
Show,Espectáculo,Zeigen,نشان دادن,يعرض
Show,Espectáculo,Zeigen,نمایش,يعرض
Showcase,Escaparate,Schaufenster,درویترین نمایش دادن,عرض
Showdown,Prueba de fuerza,Krafttest,آزمایش نیرو,اختبار القوة
Shower,Lluvia Pesada,Starker Regen,درشت باران,أمطار غزيرة
Showery,Ducha,Dusche,رگباری,دش
Showing,Divulgación,Offenlegung,آشکار سازی,الإفصاح
Showlder-Belt,Apoyo,Unterstützung,حمایل,يدعم
Showman,Visualizador,Anzeigegerät,نمایش دهنده,جهاز عرض
Showmanship,Teatralidad,Effekthascherei,نمایشگری,الاستعراض
Showroom,Sala de exposiciones,Ausstellungshalle,سالن نمایشگاه,قاعة المعرض
Showy,Autorretrato,Selbstporträt,خود نما,صورة ذاتية
Shrapnel,bala explosiva,Explosive Kugel,گلوله انفجاری,رصاصة متفجرة
Shred," Barba, barba"," Bart, Bart","ریش ریش	"," لحية، لحية"
Shredded,"Barba, barba","Bart, Bart",ریش ریش,"لحية، لحية"
Shredder,Rallar,Gitter,رنده,صر
Shrew,Petyare,Petyare,پتیاره,بيتياري
Shrewd,Desafortunado,Unglücklich,ناقلا,غير محظوظ
Shrewdness,¿Quién es?,Wer ist es?,کیاست,من هذا؟
Shrewish,Gárgaras,Gurgeln,غرغرو,الغرغرة
Shrewishness,gitano,Zigeuner,کولی گری,غجري
Shriek,Gritar desgarradoramente,Herzzerreißend schreien,فریاد دلخراش زدن,للصراخ بشكل مفجع
Shrill,Como un zafiro,Wie ein Saphir,شبیه صفیر,مثل الياقوت
Shrimp,Camarón,Garnele,میگو,الروبيان
Shrine,Poner en un templo,In einen Tempel stellen,درمعبد قرار دادن,لوضعه في معبد
Shrines,Santuarios,Schreine,مراقد,الأضرحة
Shrink,Purificando el alma,Reinigende Seele,روان پاکساز,تطهير الروح
Shrinkable,Arrugado,Faltig,چروک خوردنی,متجعد
Shrinkage,Arruga,Falten,چروک خوردگی,تجعد
Shrinker,Eliminador de arrugas,Faltenentferner,چروک دهنده,مزيل التجاعيد
Shrivel,Miedo a la muerte,Todesfurcht,افسردهشدن,الخوف من الموت
Shroud, Cubierta de tornillo, Schraubenabdeckung,"کفن پیچ	", كفن المسمار
Shrouds,Restricción,Zurückhaltung,مهار,ضبط النفس
Shrub, Tupido, Buschig,"بوته دار	", كثيف
Shrubbery,Matorral,Buschland,درختچه زار,أرض الشجيرات
Shrubby,Como una antología,Wie eine Anthologie,مانند گلچین,مثل مختارات
Shudder,Temblor,Tremor,لرزه,ارتعاش
Shuffle, En su lugar, Vor Ort,"جا بجا	", في مكانه
Shuka,Shuka,Shuka,شوکا,شوكا
Shukufeh,Florecer,Blüte,شکوفه,زهر
Shunt,Resistencia paralela,Parallelwiderstand,مقاومت موازی,المقاومة المتوازية
Shush,Silbido,Zischen,هیس گفتن,الهسهسة
Shut, Cerrado, Geschlossen,"بسته	", مغلق
Shutter,Detrás de la puerta,Hinter der Tür,پشت دری,خلف الباب
Shuttle,Lanzadera,Pendeln,شاتل,مكوك
Shy,Dar un ron,Um einen Rum zu geben,رم دادن,لإعطاء الروم
Shyness,Modestia,Bescheidenheit,محجوبیت,تواضع
Siam,Siam,Siam,سیام,سيام
Siamak,Siamak,Siamak,سیامک,سياماك
Siamese,siamés,Siamese,سیامی,سيامي
Siavash,Siavash,Siavash,سیاوش,سيافاش
Siavosh,Siavash,Siavash,سیاوش,سيافاش
Sib,Pronombre relativo,Relativpronomen,منسوب نسبی,ضمير نسبي
Siberia,Siberia,Sibirien,سیبریه,سيبيريا
Siberian,Siberianos,Sibirier,سیبریهای,السيبيريون
Sibilant,Sonido de silbido,Zischendes Geräusch,صدای هیس,صوت هسهسة
Sibling,Misma raza,Gleiche Rasse,هم نژاد,نفس العرق
Sicilian,siciliano,sizilianisch,سیسیلی,صقلية
Sicily,Sicilia,Sizilien,سیسیل,صقلية
Sick,No andrest,Notandrest,ناتندرست,نوتاندريست
Sickbed,Lecho de Meriz,Bett von Meriz,بستر مریز,سرير ميريز
Sicken,Hacer enfermar,Krank machen,بیمار ساختن,لجعل المرضى
Sickener,Me pones enfermo.,Mach mich krank.,مریض کن,تجعلني مريضا.
Sickening,Desagradable,Ekelhaft,بیزار کننده,مقزز
Sickle,Hoz,Sichel,داس,منجل
Sickleave,Baja por enfermedad,Krankheitsurlaub,مرخصی استعلاجی,إجازة مرضية
Sickness,Enfermedad,Erkrankung,ناخوشی,مرض
Sickroom,Habitación de enfermos,Krankenzimmer,اتاق مریض,غرفة المرضى
Side,Lado,Seite,سمت,جانب
Sidearm,Pistola,Pistole,اسلحه کمری,مسدس
Sideband,Barra lateral,Seitenleiste,نوارجانبی,الشريط الجانبي
Sideboard,Mesa de pared,Wandmontierter Tisch,میز پادیواری,طاولة مثبتة على الحائط
Sidecar,carro de cuatro ruedas,Vierrädriger Wagen,درشکه چهارچرخه,عربة ذات أربع عجلات
Sidekick,Persona dependiente,Abhängige Person,شخص وابسته,شخص معال
Sideling,Milla,Meile,مایل,ميل
Sidelong,Unilateral,Einseitig,یکوری,من جانب واحد
Sidepiece,Pieza lateral,Seitenteil,قطعه کناری,قطعة جانبية
Sides,Fondos,Mittel,وجوه,أموال
Sidesaddle,Una silla de montar,Ein Sattel,زین یکوری,سرج
Sideshow,Subtema,Unterthema,موضوع فرعی,الموضوع الفرعي
Sidespin,Rotación de desviación,Abweichungsrotation,چرخش انحرافی,دوران الانحراف
Sidewalk,Acera,Gehweg,پیاده رو,الرصيف
Sideward,Desde un lado,Von der Seite,از پهلو,من الجانب
Sidewards,Desde un lado,Von der Seite,از پهلو,من الجانب
Sideway,De una sola mano,Ein Weg,یک طرفه,طريقة واحدة
Siding,Partidismo,Parteinahme,جانب داری,التحزب
Sidle, De una sola mano, Ein Weg,"یک ور	", طريقة واحدة
Sidney,Sídney,Sydney,سیدنی,سيدني
Siegfried,Sigfrido,Siegfried,زیگفرید,سيغفريد
Siesta,Siesta de la tarde,Mittagsschlaf,خواب بعدازظهر,قيلولة بعد الظهر
Sieve,Providencia,Vorsehung,پرویزن,بروفيدنس
Sift,Mendigar,Betteln,بوجاری کردن,للتوسل
Sifter,Bojar,Bojar,بوجار,بوجار
Sifting,Bojarí,Bojarí,بوجاری,بوجاري
Sigh,"Oh, arrepentimiento.","Oh, ich bereue es.",آه حسرت کشیدن,"أوه، الندم."
Sight,Visión, Vision,"رویت	", رؤية
Sighting,Señalando,Zeigen,نشانه روی,الإشارة
Sigil,Signo astrológico,Sternzeichen,علامت نجومی,علامة فلكية
Sign,Firmar,Zeichen,نشانه,لافتة
Sign In,Entrada al sistema,Anmelden,ورود به سیستم,تسجيل الدخول
Sign Out,Salir del sistema,Abmelden,خروج از سیستم,تسجيل الخروج
Sign Up,Regístrate ahora,Registrieren,ثبت نام,تسجيل
Signal,Hacer un sonido al señalar,Einen Ton erzeugen durch Zeigen,بااشارهصدا زدن,إصدار صوت عن طريق الإشارة
Signatory,Signatario,Unterzeichner,امضا کننده,الموقع
Signatur,Autenticidad,Authentizität,صحه,أصالة
Signature,Aprobación,Billigung,امضا,تَأيِيد
Signed,Firmado,Unterzeichnet,امضاء شده,تم التوقيع
Significant,Notable,Bemerkenswert,قابل توجه,مميز
Signify,Para explicarlo bien,Um es gut zu erklären,باشاره فهماندن,للتوضيح جيدا
Signs,Síntomas,Symptome,علائم,أعراض
Sike,Corriente de agua,Wasserstrahl,جوی آب,مجرى مائي
Silage,Qasil verde,Grüner Qasil,قصیل سبز,القصيل الأخضر
Silence, Silencioso, Still,"ساکت	", صامت
Silencer,Silenciador,Schalldämpfer,ساکت کننده,كاتم الصوت
Silencing,Mosquete,Muskete,مسکت,بندقية قديمة
Silent,No verbal,Nonverbal,غیر ملفوظ,غير لفظي
Silesia,Silesia,Schlesien,سیلزی,سيليزيا
Silex,Pedernal,Feuerstein,سنگ چخماق,الصوان
Silhouette,Perfil,Profil,نیمرخ,حساب تعريفي
Silica,Sílice,Kieselsäure,سیلیس,السيليكا
Silicate,Silicato,Silikat,سیلیکات,سيليكات
Silicic,Sílice,Kieselsäure,سیلیس دار,السيليكا
Silicon,Silicona,Silikon,سیلیکونی,سيليكون
Silk,Tela de seda,Seidenstoff,پارچه ابریشمی,قماش الحرير
Silken, Serigrafía, Siebdruck,"ابریشم نما	", طباعة حريرية
Silk-Like,Serigrafía,Siebdruck,حریرنما,طباعة حريرية
Silk-Weaving,tejido de seda,Seidenweberei,حریربافی,نسج الحرير
Silkworm,Gusano de seda,Seidenraupe,کرم ابریشم,دودة القز
Silky,Sedoso,Seidig,ابریشمی,حريري
Sill,Falla de la cama,Bettfehler,گسله بستری,خطأ في السرير
Silliness,Burro,Esel,خری,حمار
Silly,Sin fin,Endlos,بی سر و ته,لا نهاية لها
Silo,Silo,Silo,سیلو,صومعة
Silt,Ensuciarse,Schlammig werden,لجن گرفتن,الحصول على الموحلة
Silva,Árboles forestales,Waldbäume,درختان جنگلی,أشجار الغابات
Silver, Revestido de plata, Silberplattiert,"نقره پوش	", مكسو بالفضة
Silver-Plate,Agua plateada,Silberwasser,آب نقره,ماء فضي
Silver-Plated,Mufadz,Mufadz,مفضض,مفضل
Silversmith,Platero,Silberschmied,نقره کار,صائغ الفضة
Silverware,Cubiertos,Besteck,نقره آلات,أدوات المائدة الفضية
Silvery,alambre revestido,Beschichteter Draht,سیم اندود,سلك مطلي
Silvicolous,Habitante del bosque,Waldbewohner,جنگل نشین,ساكن الغابة
Silvya,Silva,Silva,سیلوا,سيلفا
Sima,Sima,Sima,سیما,سيما
Simarokh,Semiarca,Halbarch,سیمارخ,سيميارتش
Simian,Parecido a un mono,Affenartig,میمون مانند,مثل القرد
Similar,Como una pluma,Federartig,پرمانند,مثل الريش
Similarity,Semejanza,Ähnlichkeit,همانندی,تشابه
Simile,La industria de la analogía,Die Industrie der Analogie,صنعت تشبیه,صناعة القياس
Simin,Simin,Simin,سیمین,سيمين
Simindokht,Simindokht,Simindokht,سیمیندخت,سيميندوخت
Simintaj,Producción de cemento,Zementproduktion,سیمینتاج,إنتاج الأسمنت
Simmer,Hervir a fuego lento,Kochen,آهسته جوشانیدن,يُطهى على نار هادئة
Simon,Shimón,Schimon,شمعون,شمعون
Simper,Para forzar una risa,Ein Lachen erzwingen,خنده زورکی کردن,لإجبار الضحك
Simple,Simple,Einfach,ساده,بسيط
Simpleminded,Sin talento,Unbegabt,کم استعداد,غير موهوب
Simpleton,Señor,Lor,لر,لور
Simplex,Sadek,Sadek,سادک,صادق
Simplicity,Sencillez,Einfachheit,سادگی,بساطة
Simplified,Simplificado,Vereinfacht,سادهشده,مبسط
Simplifier,Acrónimo,Akronym,مختصر کننده,اختصار
Simplify, Simple, Einfach,"ساده	", بسيط
Simply,Sencillez,Einfachheit,بسادگی,بساطة
Simulacrum,Semejanza ilusoria,Scheinbare Ähnlichkeit,شباهت وهمی,تشابه وهمي
Simular,Pretendiente,Prätendent,وانمود کننده,الزاعم
Simulation,Simulación,Simulation,شبیه سازی,محاكاة
Simultaneity,Sincronismo,Synchronismus,همزمانی,التزامن
Simultaneous,Simultáneamente,Gleichzeitig,همزمان,معًا
Simultaneously,Simultáneamente,Gleichzeitig,به طور همزمان,معًا
Sin,Cometer un error,Einen Fehler machen,خطاکاری کردن,ارتكاب خطأ
Sina,Sinaí,Sinai,سینا,سيناء
Since,De,Aus,از,من
Sincere,Atentamente,Aufrichtig,خالصانه,بإخلاص
Sincereity,Impecabilidad,Makellosigkeit,بی آلایشی,لا تشوبها شائبة
Sincerely,Atentamente,Aufrichtig,ارادتمند,بإخلاص
Sincerity,Intimidad,Intimität,صمیمیت,حميمية
Sinewy,Trabajo duro,Hart arbeiten,سخت پی,مجتهد
Sinful,Pecaminoso,Sündig,معصیت آمیز,خاطئ
Sinfulness,Culpa,Schuld,گناهکاری,الشعور بالذنب
Sing,Lectura,Lektüre,خواندن,قراءة
Singable,Cantable,Singbar,سرودنی,قابلة للغناء
Singapore,Singapur,Singapur,سنگاپور,سنغافورة
Singaporean,Singapurense,Singapurisch,سنگاپوری,سنغافوري
Singe, Caliente, Heiß,"داغ	", حار
Singer,Compositor,Komponist,نغمه پرداز,ملحن
Singing,Composición de canciones,Songwriting,نغمه سرایی,كتابة الأغاني
Single, Persona, Person,"فرد	", شخص
Single-Handedly,Soledad,Einsamkeit,تنهایی,الوحدة
Singleness,Unidad,Einheit,یگانگی,الوحدة
Single-Seat,Soltero,Einzel,یک نفره,أعزب
Singleton,Una línea,Eine Zeile,یک سطر,خط واحد
Singly,Soltero,Einzel,بطور مجرد,أعزب
Singsong,Un tono,Ein Ton,یک نواخت,نغمة واحدة
Singular,Soltero,Einzel,تکین,أعزب
Singularity,Singular,Singular,تکینی,مفرد
Sinhala,Cingalés,Singhalesisch,سینهالی,السنهالية
Sinicize,Para darle un aspecto chino,Um einen chinesischen Aspekt zu geben,جنبه چینی دادن,لإعطاء جانب صيني
Sinister,Engañoso,Irreführend,گمراه کننده,مضلل
Sinistral,inclinado a ser perezoso,zur Faulheit neigend,متمایل بچپ,يميل إلى الكسل
Sink,Para calmarse,Abklingen,فرو نشستن,لتهدأ
Sinker,Molde pequeño,Kleine Form,قالب ریز,قالب صغير
Sinking,Absorbente,Saugfähig,فروبرنده,ماص
Sinless,Mutasim,Mutasim,معتصم,معتصم
Sinner,Pecador,Sünder,گناهکار,خاطئ
Sins,Negaciones,Ablehnungen,منکرات,الإنكار
Sinter, Cerca y apretado, Eng und fest,"بستن وسخت	", قريب ومشدود
Sinuosity,Surco de onda,Wellenrille,شیار موجی,أخدود الموجة
Sinuous,Engañoso,Irreführend,گمراه کننده,مضلل
Sinus,Seno,Sinus,سینوس,الجيوب الأنفية
Sinusoidal,Sinusoidal,Sinusförmig,سینوسی,جيبية
Sip, Delicioso, Lecker,"مزهمزه	", لذيذ
Siphon,Sifón,Siphon,سیفون,سيفون
Sippet,Pequeño bocado,Kleiner Bissen,لقمه کوچک,لدغة صغيرة
Sir,Sir,Sir,جناب,جناب
Transaction,Transacción,Transaktion,تراکنش,عملية
Transactions,Actas,Transaktionen,تراکنش ها,المعاملات
Sire,Al padre,Zum Vater,پدری کردن,الى الأب
Undefined,indefinida,undefiniert,نامشخص,غير محدد
Siren,Silbato de fábrica,Fabrikpfeife,سوت کارخانه,صفارة المصنع
Sirenian,Encantador,Zauberhaft,مسحور کننده,ساحر
Sirenic,Silbato de fábrica,Fabrikpfeife,سوت کارخانه,صفارة المصنع
Sirius,poetas yemeníes,Jemenitische Dichter,شعرای یمانی,شعراء يمنيون
Sirocco,viento cálido,Warmer Wind,گرم باد,رياح دافئة
Sirus,Ciro,Cyrus,سیروس,كورش
Sistani,Sistani,Sistani,سیستانی,السيستاني
Sister,Hermana,Schwester,همشیره,أخت
Sisterhood,Hermandad,Schwesternschaft,خواهری,الأخوة
Sister-In-Law,Cuñada,Schwägerin,خواهرزن,أخت الزوج أو اخت الزوجة
Sisterly,Fraternal,Schwesterlich,خواهر وار,أختي
Sit,Sesión,Sitzung,نشستن,الجلوس
Sita,Sita,Sita,سیتا,سيتا
Sitar,Setar,Setar,سه تار,سيتار
Sitter,Sesión,Sitzung,جالس,الجلوس
Situation,Posición,Position,موقعیت,موضع
Situational,Situación,Situation,وضعی,الموقف
Situations,Ocasiones,Anlässe,مواقعه,المناسبات
Six,Seis,Sechs,شش,ستة
Sixfold,Seis veces,Sechsmal,شش برابر,ست مرات
Six-Footed,Seis patas,Sechs Beine,شش پا,ستة أرجل
Sixpence,Seis peniques,Sixpence,شش پنسی,ستة بنسات
Sixpenny,Seis peniques,Sixpence,شش پنسی,ستة بنسات
Six-Ply,Seis capas,Sechsschichtig,شش لا,ست طبقات
Sixteen,Dieciséis,Sechzehn,شانزده,ستة عشر
